category_id,video_id,content
1,pPZrq-dL8xM,"one of the movies of all time, when black adam said ""it's about drive it's about power"" and iron man'd all of the bad guys in the area i was in tears"
1,pPZrq-dL8xM,"It’s so unfortunate that this movie didn’t do better because even with a few things in it that I hated, I really had a lot of fun watching it"
1,pPZrq-dL8xM,Just found your channel while looking up reviews for Black Adam. I love the fact you are able to articulate what so many feel but don't know how to put into words.
1,pPZrq-dL8xM,"If there's marvel fatigue.
There's also The Rock fatigue."
1,pPZrq-dL8xM,"DC still struggling to get their Cinematic Universe off the ground is just sad. FFS even Sonic the Hedgehog has it figured out. 
Here's what you do. You make a few solid humble solo movies. Keep doing that. Then when you're three to four movies in, have a team up movie as a payoff. Or go all in with the lore if you want like how Sonic is doing by bringing in Shadow. It's simple. It's called a slow burn. Everyone wants what Marvel Studios has, but no one other than Paramount, is willing to do what Marvel did."
1,pPZrq-dL8xM,"There's also a thing to consider; I thought that at the beginning the movie would make a social commentary on tur role of superheroes and how they were incapable of saving an entire country from a gang, not a foreign country, but a gang of thugs for 28 years. But that turned out for nothing."
1,pPZrq-dL8xM,I liked the movie and i still recommend people go watch it. My only gripe was how there's a plot point introduced about Eternium being strong enough to kill Black Adam... but it's never brought up or used again. Like it could have been crafted into a sword used by the bad guys or something and I feel it was such a missed opportunity 😕
1,pPZrq-dL8xM,"This should've been the sixth entry after solos for Dr. Fate, Hawkman, Mr. Terrific (who absolutely NEEDS to be on the team), a BA origin set entirely in Antiquity and a JSA team-up. 

That kind of approach would've freed up precious screentime to cultivate the ideological divide between BA and the JSA, leaning into his world-weariness and carelessness towards present day by embracing collateral damage (random passersby, one of Adriana's friends), with no cop-out footnote villain in sight and the BA/nephew origin kept intact that might turn out to be a wound ripped open by the kid taking such an interest in him and glorifying him."
1,pPZrq-dL8xM,"If you never seen a superhero movie before, this would be an awesome flick!"
1,pPZrq-dL8xM,As an Adam I can confirm this is the most Adam movie of all time.
1,pPZrq-dL8xM,Black Adam's theme (music) is pretty good. Probably could be a more iconic hero theme if the movie actually made people care about him
1,pPZrq-dL8xM,"I think he missed the mark a bit with the fact that the clueless nature of Black Adam is intentional. He's a man from a long passed time adjusting to modern society, and also holds depth in relation to his powers and being.

*S P O I L E R*





He's a god only from a transfer of power from his son who was granted that power before. He sees himself as a hollow failure in the shadow of his son, who was the champion and savior of his people in Kandaq. He eventually gains purpose in fulfilling that mantle as protector through the side characters he interacts with."
1,pPZrq-dL8xM,I knew this was going to be a bad movie just from the interviews with “The Rock”.  He was always focused on how cool he looked and how strong his character was.  He could care less about character motivations and story.
1,pPZrq-dL8xM,"The movie is a solid action blockbuster, but it does struggle in other areas. 

Worth learning from, but i'm still glad I saw it"
1,pPZrq-dL8xM,"As a writing question: can a character have no motivation until either halfway or one third of the story in? As in, it just fumbles around aimlessly but then finds something that gives them purpose"
1,pPZrq-dL8xM,We need a stand-alone Dr.Fate movie
1,pPZrq-dL8xM,All this movie has is an absolutely kick ass soundtrack
1,pPZrq-dL8xM,"You could even have the characters mirror each other, what if the bad guy starts as a powerless but kind individual who slowly turns cruel and powerful. Meanwhile Black Adam starts off cruel and powerful and slowly learns restraint and kindness. Yes it would still be generic but both characters would have changed through the course of the movie."
1,pPZrq-dL8xM,"I actually really enjoyed Black Adam, though it felt more to me like a product than a movie. Still, a pretty passable product"
1,pPZrq-dL8xM,"in the trailer they say ""I was a slave until I died. My son died to save me"" but throughout the movie you dont hear about a son until near the end of the film and I was so very confused xD the trailer made me expect something totally different"
1,pPZrq-dL8xM,I think they really needed to keep us in the dark about what happened to his kid since they literally kept showing his death in the trailers and yet the movie kept trying to make it out to be a hidden twist.
1,pPZrq-dL8xM,"I liked it. It’s not by any means a masterpiece super hero flick, but it still had some entertaining moments."
1,pPZrq-dL8xM,"Movies like these give me the confidence to keep going with my graphic novels, knowing that I can probably come up with better stories than these Hollywood writers."
1,pPZrq-dL8xM,The fact that the badass mercenary organization were useless against Black Adam and got shoved to the side in the middle of the movie greatly upset me.
1,pPZrq-dL8xM,He does have the emotional goal of saving the boy as a reflection of him wanting to save his son.
1,pPZrq-dL8xM,"As always, great video analysing a film I thought looked great visually when the first trailer dropped. But as I was watching to the end of the trailer I asked myself, what's the point of going out to watch a movie where the hero (superhero or not) doesn't have a flaw or weak point to be exploited by the bad guy. That means I'll not care for him that he might get hurt or die from his injuries as a result of his weak point(s), meaning that he'll survive the bad guys and the main villain unscathed. So what's the point of the hero then if I cannot fear for him and his well-being? At least Superman had kryptonite to fear and Batman has his fallible humanity to fear. What does Black Adam fear that might instantly get him killed? Like I said, I haven't watched the movie as yet, but plan on watching it soon. And the only reason I haven't watched the movie yet is because it failed to give me agency to go out and watch it thru it's one selling point, it's trailers--the guy's too all powerful. But great video anyway from your number one fan!"
1,pPZrq-dL8xM,"As someone online pointed out, ""It's just 10 action scenes in a trench coat pretending to be a movie"""
1,pPZrq-dL8xM,"Let's be real, seeing the rock cast as the lead for a superhero movie of a character he looks nothing like was literally all one needed to see to know this movie was going to be trash."
1,pPZrq-dL8xM,"I love your analysis, I don't miss a single one; They are very useful to make me understand the correct functioning of the stories, and I NEED TO KNOW: 
Why did SPEED RACER movie fail? 
Why did VALERIAN fail? 
Why was the original STAR WARS an explosive success?"
1,pPZrq-dL8xM,"""A bad movie is better than no movie at all"" — hawkman, probably"
1,pPZrq-dL8xM,"dude your editing and meme-insertion skills are on point! your videos always make me laugh, and add to the reasoning and quality of your videos

I have 2 questions:
How do I get to your level of editing or meme-ing? It would be insane to have S-tier editing such as yours
Would you ever review Pacific Rim? It's my favorite movie, and I think it has many things which separate it from other films and makes it unique. You could make a video tearing it apart and call it the worst movie ever, and I'd still love it because of your style"
1,pPZrq-dL8xM,"Man, your Willem Dafoe cut-ins make me want to watch the latest spiderman movie again. Holy smokes is Willem an amazing actor"
1,pPZrq-dL8xM,This is the type of movie that would've succeed in the early 2000s. It's like a fun guilty pleasure superhero movie like the Tim Story's Fantastic Four movies for me. It's a movie that came out in the wrong time imo
1,pPZrq-dL8xM,Another brilliant summary from Filmento. I never get tired of watching these videos.
1,pPZrq-dL8xM,That sponsorship tie-in was legitimately funny! XD Very well done!
1,pPZrq-dL8xM,"Hmm, your point on the protagonists ability to drive the story made me think about the book I'm writing. The protagonist group operates mostly under orders from higher up officials, with the large scale plot essentially being how you would expect the set up circumstances to play out. So I'm not sure if the protagonists relatively small role in actually driving the plot is a big issue."
1,pPZrq-dL8xM,"I found this movie to be the epitome of ""dumb action done well"". When viewing from an analytical standpoint, the flaws are quite glaring, but if you don't take the movie very seriously and sort of turn your brain off, it can provide some enjoyable scenery."
1,pPZrq-dL8xM,"This just reminds me we need a take on Zatanna and how she has her dad ""borrowed"" to become doctor fate forever. That was one of the most emotional parts of DC for me, where she says goodbye to her dad and is only allowed to speak to him once a year. Sounds like a job for Pierce."
1,pPZrq-dL8xM,Thanks for your work. This channel is absolutely amazing. I have already watched half of all videos. I am still learning how to write and now my stories are simply 100x better than before. Keep up the amazing work. :)
1,pPZrq-dL8xM,Having somebody overanalyze why I personally disliked something makes me depressed and happy at the same time
1,pPZrq-dL8xM,"It is a perfectly fine late 90s comic book movie. Given the crud served to us lately, we will gladly take cliche, by the numbers superhero formula. Besides, there is no Martha scene so that is always a win"
1,pPZrq-dL8xM,"I like how you analysis movies. I use all points you make about a movie in my camping in RPG like the examples of stakes, urgency, choices, twist, and so one, really improved the game"
1,pPZrq-dL8xM,"The Rock isn't a solo star BTW, he's an ensemble star. Every movie that The Rock headlines alone has been his least successful. He's just not that good to carry an entire movie but effective in small doses as supporting."
1,pPZrq-dL8xM,"I think a lot of directors started seeing the popularity of Batman's ""I don't kill"" policy and thought that meant ""Well, I guess that means heroes that don't kill aren't special!""

Every damned superhero film since the Dark Knight has grazed this issue at least once. It's always the same - a superhero kills people, but it's ok because Batman is a pussy.

It's been done before."
1,pPZrq-dL8xM,"They should have introduced him as a Captain Marvel/Superman villain first then, if he's fleshed out enough, do a Black Adam origin/redemption movie."
1,pPZrq-dL8xM,"They could’ve made this villain a freedom fighter who just wanted the crown to set his people free. But also killing innocent people at the end, so Black Adam might’ve changed his mind about being anti hero."
1,pPZrq-dL8xM,"I went from being excited to see this film to falling asleep about two-thirds in.

It was just… boring. I woke up during the end credits and figured I'd just try to watch it again through streaming – then I found out that the end was just a big CGI fight with a bunch of skeletons. Hard pass. There was so much potential wasted with this."
1,pPZrq-dL8xM,"Much respect to Dwayne Johnson for everything that he's accomplished in his career, as well as his physique but maaan...can Hollywood just stop casting him?

I roll my eyes every time he's announced in a movie and we know dang well that he's just going to play The Rock for the seven hundredth time. He has the acting range for wrestling and that's it..."
1,pPZrq-dL8xM,"It would've been interesting if the bad guy's motive was ""kick the foreigners out of the country"" so we can control our own destiny , and that was Black Adam's original goal. So when Adam decides to zap the throne in the end, it's because he realized he's the outside invader.

Of course, it would seem hypocritical of the villain to use foreign PMC, but if we learn that he sees the hired help as tools, just like he sees the Kahndahaqi people despite his lofty rhetoric, that would show he's a bad guy. Especially if Adam and his allies assumed the villain wanted the McGuffin to sell to foreigners. Or it looked like the main villain was just a local coerced into working with them, like Adrianna, but the villain gradually starts taking charge over the course of the movie, as Adam takes out the merc leadership. Turns out he was pretending to be cowed and cowardly, and taking charge was his real plan all along.

Only problem is that it would seem, well, a lot like Killmonger from BP."
1,pPZrq-dL8xM,It was a fun film. I enjoyed it. Absolutely loved black adam pulling no punches.
1,pPZrq-dL8xM,"Hey filmento I have a question for you, and anyone honestly. How can I make an origin movie about a character who is already part of a larger universe but their origin story never was established?"
1,pPZrq-dL8xM,Congratulations Filmento. You pushed in the smoothest sponsor segment I've ever seen. I didn't even notice it was a manscaped ad at first. Well done.
1,pPZrq-dL8xM,"I was surprised he was able to handle the hell fire. I thought it was something to burn everything if it was true hell fire, so perhaps it was not such.
But yeah, it was quite the butnuster. I thought we get to see something awesome and this is what we got. Nothing wrong in Dwayne as the Black Adam, he nailed it and the fast movement and all was nicely done. It just lacked a lot of Black Adam itself."
1,pPZrq-dL8xM,"How did they move Black Adam back to her house? Even as a normal guy, you'd need a whole team of people to move him that far."
1,pPZrq-dL8xM,"Filmento has trained me well. While I was watching the movie, I already noted Rock-Adam had no agency. And, as per Filmento tradition, it had a very simple way to fix it: follow the damn comic books, and make him strive to become the King of Kahndaq.

Also, the Justice Society was SO poorly utilized. Not only they could have leaned harder into the colonialist commentary, with the group of americans only showing up when a big threat is detected, but they also had TWO timeless characters that could have had personal relationships with Teth-Adam and known he is dangerous (instead of depending on the Waller, the Oracle of Exposition).

Hawkman is a reincarnating being, so one version of him could have been alive back then (maybe even killed by Adam destroying the palace) and the Helm of Nabu is millions of years old, meaning there definitely was a Dr. Fate when Kahndaq existed.

So much potential wasted..."
1,pPZrq-dL8xM,"I liked the movie honestly. It was bit of a mess in writing and tonal departments and not really unique at all but what it was, was rather enjoyable and unapologetic superhero flick that focused on the cool aspect. Seeing the heroes fight and flex their powers was just fun. I was not expecting anything more out of the movie so barely passable job on writing worked just fine in grand scheme of things. That demon guy gave me some major conniptions though."
1,pPZrq-dL8xM,"You bring up a lot of good points in this, and the alternative way they could've done it you said sounds like it would make for a lot more compelling story.

This movie was decent, but it really lacked good writing and also some of the things towards the end were just stupid. Still mad Dr. Fate died cause he was just standing front and center when he had a bunch of illusions, he would arguably be a *much* more interesting character to explore."
1,pPZrq-dL8xM,"The part that keep taking me out of the movie was the kid in it . i found alot of the stuff with the kid to be cringe and annoying . if they cut the kid it would of helped for one .
i hate how everyone thinks doctor fate is a rip off of doctor strange . when doctor fate has been around alonger time then doctor strange even in the comics . it just doctor strange got a movie first. and i like both of them but doctor fate in the movie is more interesting then strange in the movies."
1,pPZrq-dL8xM,"I enjoyed this movie.  Not my favourite, but definitely one of the least troublesome movies to watch.  None of the characters except for  Viola Davis was insufferable.  No big pushing of the ""message"", and I like the twist with the Rock's character."
1,pPZrq-dL8xM,I would really love to see him make a movie. He knows what he is talking about.
1,pPZrq-dL8xM,isnt that the point tho that the real main characters are the ordinary people the kid who gives inspiration the town and the people and not the actual super human i felt like that message was the whole point of the movie and was really fucking awesome. i mean the kid has the biggest story the biggest character and hes the one that moves the plot along hes the one with the motivation i feel like thats the point of the movie and a nice message to us the normal people
1,pPZrq-dL8xM,The idea of villain being just a regular guy who was pushed over long enough is brilliant. I can clearly see how different the motivation would look to the audience. Instead we got something that is instantly dull.
1,pPZrq-dL8xM,"I am not a fan of these types of movies, but OP has successfully convinced me to watch this particular one. Even if it wasn't their intention. :-)"
1,pPZrq-dL8xM,This was quite literally one of the worst movie going experiences I had ever had
1,pPZrq-dL8xM,"This movie honestly just proved to me what I’ve always known- the #snyderverse fans are all talk and no doing. They’ve begged for the Snydercut, and when they got it, not only did the film not perform on the site as well as it SHOULD have, but they immediately began their online ransack of trying to bring back the entire Snyderverse when Snyder himself had already said he was pretty much done with WB and DC after how sour their relationship turned during that really bad period of his life. Then after months of begging online for Henry Cavill to return as Superman- all these thousands upon thousands of fans who finally got their wish decided that supporting the film which granted them their wish just didn’t matter. You can claim that you want and that you’ll support something online all you want but at the end of the day the only support that matters is at the box office. And WB has definitely taken notice of the fact that are all these fans not keeping their word to support the films and characters they desperately wanted, which proves to them that your online chatter and pleads mean nothing. And therefore they won’t feel the need to continue with the Snyderverse or Henry Cavill if they don’t want to. And best believe they do not want to. Because the only thing that probably got Cavill in the film was when the Rock said Superman wouldn’t be in the film and he got booed by everyone at that comic con panel."
1,pPZrq-dL8xM,"a reactionary hero. no goals in life, no commitments, no responsibilities. Doesn't even go looking for a fight just wants to react to them. Wow. If Black Adam were real he'd probably have a more fulfilling time on Twitter"
1,pPZrq-dL8xM,"I think it would have helped tremendously if The Rock detransformed into a normal guy that could better act as his other. I was thinking Tony Shalhoub. Imagine the first act of the movie being him sneaking out of the tomb, living with the lady, and learning about what the bad guys have done, also explaining what happened and that he just wants to live because being a hero got his son killed. The bad guys do something unspeakable that spurns him on. No JLA, all that time goes to developing the villain as a death rock head basher who knows he is the heir to evil. The little boy is aged up and he's a friend of his."
1,pPZrq-dL8xM,They should've made Black Adam part of the city like Superman in the 2006 game where his health bar is the city he protects. They could've made Black Adam like that. His enemies can attack the city and weaken him in a way AND gives The Rock something to do other than look stoic for [enter runtime] straight.
1,pPZrq-dL8xM,"I think for the 1st point it doesn't always matter if your character is always pushed by the plot.

Look at Goku from Dragonball from the very start Goku has no goals and just pushed passively by the plot the entire time, that's why Goku basically get 0 character development throughout the entire story. He's still underestimate his enemies in super and letting his guard down in resurrection of F.

And yet Dragonball is one of the biggest franchises in the world, that is because the supporting characters are very strong (not literally) and villains are very compelling"
1,pPZrq-dL8xM,"12:13 Also some people often forget about this but Dr Fate is actually the original, Dr Strange was copied by Marvel and ended up becoming more popular thanks to his solo movie.
That's why Dr Fate is also cooler than Dr Strange, I hope Dr Fate will get a solo movie."
1,pPZrq-dL8xM,"I actually had a really good time with this film despite the flaws, but my main complaint is why the hell does black Adam come out his prison after thousands of years and have a perfect American accent?"
1,pPZrq-dL8xM,"I liked Joker, because it didn't have to have an ""evil Joker"" to go up against Joaquin Phoenix's character. It was just a character focused story where the bad guy wins. I'm curious how this movie would have liked if they had gone that direction"
1,pPZrq-dL8xM,"Before watching the movie, I still kinda believe that The Rock can nail Black Adam character. Even though I also believe his acting skill is not really that good. Maybe he can do better because he REALLY want to play this character so bad.

Ho boy, how wrong I am lol. He make Black Adam literally a Terminator. For more context, I'm not a comic book reader. My only source for Black Adam character is Instagram post that sharing panel of Black Adam appearance in the comic and some random Youtube shorts. So not alot of sources. But yep, still not Black Adam. And I think it's not only The Rock fault, but also the writing of the character. I don't believe a better actor can save Black Adam if they stick to this one.

I still like the movie tho. I know what I'm gonna get and I won't ask for more. But I hope they fix Black Adam character on his next appearance, because this Black Adam is not interesting at all."
1,pPZrq-dL8xM,man i really love your explanation. i treat this video like a lecture cause i'm trying to write my own story and your video give so much input to me. Thanks a lot! you just gain anew subscriber and a fan. keep going!
1,pPZrq-dL8xM,"The movie was very enjoyable, although it had issues I feel like we shouldn't just declare it as a ""bad"" movie because of it.
I liked it.
Although for example, the kid's acting was quite bad, (the worst example being how in the last act he did (more like tried) the big calling thingy with the sign, like the kid at the begining while the kid at the begining actualy acted well)
Edit: finished the vid, yeah I agree with you again here. (it still was enjoyable but I know, it could be more than that)"
1,pPZrq-dL8xM,"Honestly, i agree with what have been said about the villain, but i'm actually okay with Adam being pushed around by the plot. He's not interested in what's happening because he's remorseful of what he did and in grief, with this movie being more of an origin story to kahndaq than to Black Adam, being talor made to show in future movies that this is a nation that you don't fuck with, kinda if we took the flashbacks from Namor in Black Panther 2 and turned into a whole movie."
1,pPZrq-dL8xM,"I agree on some of your points but hopefully they can make it better in the sequel (if there ever is one) 
and its very artistically beautiful to look at"
1,pPZrq-dL8xM,"I’m sure I’m simplifying this but a lot of these problems could’ve been fixed by sticking closer to cannon. Kahndaq always existed openly and Black Adam was always the head of state. His existence and powers are known. Haven’t seen him yet because he doesn’t leave Kahndaq and the main story of the DCU have taken place elsewhere. Also, you could add a subtle disdain for the Justice league for the threats they’ve brought to earth that could’ve threatened Kahndaq."
1,pPZrq-dL8xM,"This was a great movie, I’m very happy with the return of superman in the post credit ending. DC future looks bright can’t wait!"
1,pPZrq-dL8xM,I liked it! I liked seeing a superhero actually being a badass and killing people! The way most superheroes would…..
1,pPZrq-dL8xM,Weird. This ‘The Rock’ isn’t in the jungle.
1,pPZrq-dL8xM,"I'm biased in saying this, but I loved this film because of its plot, or at least, its story themes. Whether intentional or not, it's a very pro-Palestinian film (to deny otherwise is cognitive dissonance) and honestly, that's really damn refreshing. Yes yes, the film still had its issues (as Filmento mentions) but that's something I think is worth cheering for."
1,pPZrq-dL8xM,"I’ve not seen it yet, partly because of the demonic character etc, but initially because I felt it would be generic… and I’ve been proven right"
1,pPZrq-dL8xM,"What really pissed me off was how useless they made Dr Fate. He's supposed to be the most powerful sorcerer in DC, and they made him into a joke that did almost nothing. He didn't even wear the helmet that much...plus focusing on the annoying kid so much was painful to watch."
1,AYkIoGh5kuM,They need to do a top ten list of things worth more than buzzfeed shares
1,AYkIoGh5kuM,"Can't wait for the moment ""Another one bites the dust"" is played for Buzzfeed, Vice, & all these online media firms!"
1,AYkIoGh5kuM,Buzzfeed is dying and WHY THAT'S A GOOD THING- Buzzfeed
1,AYkIoGh5kuM,Buzzfeed strikes me as one of those places where no work gets done and all the staff are overpaid women who wear oodies in the office
1,AYkIoGh5kuM,I feel extreme joy knowing these people who caused so much harm are paying.
1,AYkIoGh5kuM,"As one of the biggest fuels of the culture war, this makes me happy."
1,AYkIoGh5kuM,"The other day I did an interview with an important person on my campus regarding a story I'm writing for an end of semester project, and she was very adamant about wanting me to check out a buzz feed article, and it was all I could do to keep from laughing. I'm in southern california, so I can't exactly let anybody know that I'm not on the far left LOL. It was all I could do keep from saying something."
1,AYkIoGh5kuM,"I don't even hear about Vox anymore. I suppose my former professor who made us watch some Vox content (how cameras are ""racist"") is still loyal.

There was also the professor who watched CNN in foreign countries so she could feel smart (apparently her go-to English exposure), the professor who required us to use The Atlantic (all article options were ""left good, right bad""), and the professor who kept touting Southern Poverty Law Center. Keep in mind that most of these classes were in 2020 and I was just learning how biased some universities were."
1,AYkIoGh5kuM,We’re gonna be getting a lot of “Why I left Buzzfeed ?” videos in the future
1,AYkIoGh5kuM,"How toast is buzzfeed? Just butter it up.

How done is buzzfeed? Stick a fork in it and get to chewing.

How worke is buzzfeed? It went broke."
1,AYkIoGh5kuM,"The weather channels showing the weekly weather with classical music playing are better than the so-called ""news"" we are getting these days."
1,AYkIoGh5kuM,I can't believe they lasted this long.
1,AYkIoGh5kuM,"Yes, Buzzfeed MUST go bankrupt!"
1,AYkIoGh5kuM,Aqua is laughing because she found something more useless than her: Buzzfeed.
1,AYkIoGh5kuM,"I always love a good ""get woke, go broke"" story."
1,AYkIoGh5kuM,Weird that liars and shills can't create a sustainable business. So weird.
1,AYkIoGh5kuM,"The only memorable thing I ever saw from BuzzFeed were these videos of this guy challenging a sniper, a spy, a SWAT team, etc, to this game where he would try something super unconventional to thwart their skill sets. And that was a long while ago."
1,AYkIoGh5kuM,"I'll buy the whole company for a $1 then, if it not enough $2 is my final offer. Soon or later the company is not even gonna be worth anything but an oversized paper wieght"
1,AYkIoGh5kuM,The big question is how they can have over 1000 employees? That's an operation that should run of 50 employees at most.
1,AYkIoGh5kuM,We would be better off with dish with shows and movies on demand with content being able to play through weak signals. Streaming from the internet stutters the content when the signal is slow.
1,AYkIoGh5kuM,"Now they are learning a very hard lesson, they shouldn't have chased off their readership, these were the people they were relying on, not fighting against."
1,AYkIoGh5kuM,But how can the world go on without clickbait sweatshops?
1,AYkIoGh5kuM,"Damn, son! Couldn’t have happened to a more deserving group of presstitutes if you ask me. 🤣"
1,AYkIoGh5kuM,a dollar a share and still to risky of a purchase that is awful.
1,AYkIoGh5kuM,"Wasn't Buzzfeed the first bridge that allowed the kind of insanity which was previously contained to Tumblr to leak into the real world?
Won't miss it."
1,AYkIoGh5kuM,"Spock: ""Jim, they're dying.""

Kirk: ""Let them die!"""
1,AYkIoGh5kuM,"Mike: tell me a joke dude
Me: I get all of my news from buzzfeed, they are on a level of biblical standards"
1,AYkIoGh5kuM,"15 Websites We Can Do Without
1. Buzzfeed"
1,AYkIoGh5kuM,"I’m sorry for the employees who are about to have a very stressful holiday season. But, this is what the corporate parasites deserve."
1,AYkIoGh5kuM,"I love that in the thumbnail Aqua, an anime character that is called useless by everybody in her anime, is laughing at BuzzFeed. 😆 How awkwardly appropriate."
1,AYkIoGh5kuM,LMAO omg Ryan and Shane literally were carrying buzzfeed 😂 now that they’re gone it’s circling the drain almost immediately
1,AYkIoGh5kuM,They did it to themselves! I take particular issue with Kotaku because you start out reading an article about a game and a paragraph in they're telling you that you're garbage for being a gamer. You can't slap your audience across the face and then put on a kissy face saying I love you.
1,AYkIoGh5kuM,they should make top 10 reason why buzzfeed failing
1,AYkIoGh5kuM,"When they get down to fifty cents a share, it'd be awesome if they got bought up and were forced to publish articles with titles like, ""Why being woke sucks."""
1,AYkIoGh5kuM,"Buzzfeed was worse than 80s and 90s tabloid publications. At least with those you KNEW it was fake & they didn't pretend to be truthful.
Glad they're finally getting what they deserved!"
1,AYkIoGh5kuM,"This is why even in clown world, I continue to have some hope."
1,AYkIoGh5kuM,"I honestly know nothing about stocks, but if IGN, Kotaku & Polygon could go public to see them go the same route that’d be great."
1,AYkIoGh5kuM,They don't need writers they can buy and AI software that write articles insulting fans for the next 2 years or until they cant pay the electric bill.
1,AYkIoGh5kuM,Failures like this may make venture capital more hesitant to fund ventures like Buzzfeed. That's a good thing.
1,AYkIoGh5kuM,"Now I totally agree that Buzzfeed was a grift but I guarantee most, if not all, the cuts will come from production not management or the higherups. Those folks will get their money until the very end."
1,AYkIoGh5kuM,The best Buzzfeed thing I've ever seen is the ghost hunting show on Hulu with the weirdly short run time... that was peak Buzzfeed 😐 and they want real life human beings to take their political takes seriously.
1,AYkIoGh5kuM,I do find it hilarious that you can actually pinpoint the moment when pop culture media started to die. The Last Jedi.
1,AYkIoGh5kuM,"They could have been a good journalism site, but they pussed out."
1,AYkIoGh5kuM,I wish i could take the high road on this BUT I don't want to. Bye Buzzfeed don't let the door hit you on the way out or maybe it will if karma exists.
1,AYkIoGh5kuM,You know the economy is bad when working class families have to choose between buying milk for their children or a controlling stake in Buzzfeed.
1,AYkIoGh5kuM,The recession is a blessing in disguise. Everything bad is burning down; only the best will survive.
1,AYkIoGh5kuM,"Imagine if Buzzfeed hadn't gone full Woke, the short sighted rage bait producers are receiving their just rewards."
1,AYkIoGh5kuM,You are seeing the extreme left collapse faster than an insecure teenager during puberty
1,AYkIoGh5kuM,"One more time "" Get Woke, Go Broke"" 😝"
1,AYkIoGh5kuM,NASDAQ requires a minimum 1 dollar bid price. If a stock drops below that for thirty days it will be delisted. Getting dangerously close.
1,AYkIoGh5kuM,100% here for it.
1,AYkIoGh5kuM,"I would love to see data farmers like 
Five Minute crafts and other annoying channels those companies have go belly up next."
1,AYkIoGh5kuM,"If they drop below a buck and remain there, the stock exchange can delist them, if that happens, I think in the near future we are going to hear about bankruptcy from Buzzfeed if they can even get it approved."
1,AYkIoGh5kuM,Now this needs to happen to reddit
1,AYkIoGh5kuM,"Hmm, so I might even be able to buy Buzzfeed. But there’s nothing I could do with it."
1,AYkIoGh5kuM,Lol damn I could of bought them.
1,AYkIoGh5kuM,Buzzfeed stock is officially a Dollar Tree and Dollar General type product now.
